Transaction_ID,Customer_ID,Transaction_Type,Amount_Spent,Frequency,Payment_Method,Merchant_Category,Location
379,1,Flights,1820.4693607105073,20,UPI,Luxury Goods,Urban
380,176,Flights,687.2000448557653,4,Credit Card,Retail Store,Suburban
381,143,Electricity,675.0941205892422,28,Net Banking,Fuel Station,Urban
382,217,Dining,150.62911188647266,15,Debit Card,Supermarket,Suburban
383,331,Hotel Stay,226.73060530864822,19,Debit Card,Local Vendors,Urban
384,41,Dining,864.0082978510275,14,Cash,Local Vendors,Rural
385,392,Hotel Stay,1990.9467261621573,27,Debit Card,Supermarket,Rural
386,381,Ride Sharing,1880.4075575754664,25,Cash,Online Marketplace,Suburban
387,101,Hotel Stay,1449.731978606029,22,Credit Card,Supermarket,Urban
388,237,Ride Sharing,1813.9753266045686,7,Debit Card,Online Marketplace,Rural
389,446,Flights,77.34047271960452,14,Debit Card,Luxury Goods,Rural
390,281,Dining,1434.9258896023234,27,Credit Card,Luxury Goods,Urban
391,368,Electricity,1586.19988963282,10,Net Banking,Retail Store,Urban
392,492,Ride Sharing,1542.5254790185425,12,UPI,Online Marketplace,Rural
393,366,Groceries,178.1113818414354,21,Net Banking,Retail Store,Urban
394,36,Electricity,1141.0673743049492,3,Credit Card,Retail Store,Rural
395,416,Ride Sharing,60.865089075544745,10,UPI,Local Vendors,Suburban
396,303,Ride Sharing,710.1679307815664,29,Cash,Fuel Station,Rural
397,309,Ride Sharing,379.9514081843322,12,Net Banking,Local Vendors,Suburban
398,492,Flights,1797.4241672005705,28,Credit Card,Local Vendors,Suburban
399,263,Dining,618.8941933156086,27,Net Banking,Online Marketplace,Suburban
400,173,Public Transport,1367.983304801183,10,UPI,Luxury Goods,Suburban
401,370,Fuel,1574.1858632509684,21,Net Banking,Local Vendors,Suburban
402,181,Ride Sharing,1506.2762102465842,12,UPI,Retail Store,Rural
403,39,Electricity,585.4650299931972,20,Debit Card,Local Vendors,Urban
404,12,Online Shopping,1590.7589712919282,17,Net Banking,Local Vendors,Suburban
405,481,Groceries,1512.6115871134807,16,Debit Card,Retail Store,Rural
406,189,Online Shopping,111.17045099697555,12,Debit Card,Retail Store,Urban
407,69,Dining,1543.4046839585296,25,UPI,Luxury Goods,Suburban
408,332,Electricity,661.5241228474538,21,Credit Card,Retail Store,Rural
409,246,Hotel Stay,1235.363229322552,11,Debit Card,Luxury Goods,Urban
410,334,Hotel Stay,748.1395203427336,20,Credit Card,Fuel Station,Suburban
411,367,Online Shopping,1494.5109972154,19,UPI,Retail Store,Suburban
412,354,Hotel Stay,1860.4345804736854,26,UPI,Supermarket,Rural
413,366,Online Shopping,1395.957478783121,19,Debit Card,Supermarket,Suburban
414,446,Online Shopping,1322.0479736146267,19,Net Banking,Luxury Goods,Suburban
415,6,Dining,273.3648312792707,18,Cash,Online Marketplace,Urban
416,231,Fuel,1011.0374678781635,24,Credit Card,Local Vendors,Suburban
417,69,Fuel,538.5161322593814,2,Debit Card,Local Vendors,Urban
418,490,Dining,57.89778884477633,18,Credit Card,Fuel Station,Suburban
419,44,Electricity,1536.2677306116163,2,UPI,Online Marketplace,Rural
420,84,Fuel,1598.7286572267587,27,Cash,Fuel Station,Urban
421,352,Electricity,646.3674465608932,1,Debit Card,Local Vendors,Rural
422,424,Groceries,362.75358347341864,18,Net Banking,Retail Store,Suburban
423,46,Groceries,1487.7927193335847,19,UPI,Supermarket,Urban
424,488,Fuel,1850.7897463897718,12,Net Banking,Retail Store,Suburban
425,67,Online Shopping,953.5847743753035,9,UPI,Online Marketplace,Suburban
426,466,Flights,457.6797147718916,22,UPI,Retail Store,Rural
427,379,Fuel,1170.9075192385524,26,Debit Card,Online Marketplace,Urban
428,426,Ride Sharing,733.8149071877888,22,Debit Card,Local Vendors,Suburban
429,227,Ride Sharing,819.9401218504277,19,Debit Card,Fuel Station,Urban
430,182,Dining,1010.154377022823,15,Credit Card,Retail Store,Rural
431,46,Dining,1793.0303752004265,18,Credit Card,Supermarket,Suburban
432,496,Electricity,932.854238420927,25,Credit Card,Local Vendors,Urban
433,393,Online Shopping,339.8692936721815,9,UPI,Supermarket,Urban
434,309,Public Transport,1942.5489765575514,28,UPI,Retail Store,Rural
435,447,Fuel,611.9796508337074,26,Net Banking,Retail Store,Urban
436,266,Online Shopping,112.43511214257653,29,Credit Card,Fuel Station,Urban
437,17,Online Shopping,516.6506393862,8,Net Banking,Local Vendors,Suburban
438,436,Flights,290.31534832342,29,Debit Card,Luxury Goods,Rural
439,239,Electricity,795.3434162132061,22,Credit Card,Fuel Station,Urban
440,195,Flights,692.8552621813204,13,Cash,Retail Store,Urban
441,29,Public Transport,220.53591735289595,25,Cash,Online Marketplace,Rural
442,499,Public Transport,1235.4616724275265,23,UPI,Retail Store,Suburban
443,440,Fuel,93.76840687491011,25,Credit Card,Local Vendors,Rural
444,197,Hotel Stay,1769.0395530926373,12,Net Banking,Luxury Goods,Suburban
445,111,Electricity,1266.4329285556082,27,Cash,Online Marketplace,Rural
446,199,Dining,1074.3419305332814,26,UPI,Local Vendors,Suburban
447,208,Hotel Stay,560.0746060154528,20,UPI,Fuel Station,Rural
448,30,Electricity,1176.2094544507645,26,UPI,Luxury Goods,Suburban
449,367,Groceries,1992.6970771482556,7,Debit Card,Fuel Station,Urban
450,402,Ride Sharing,1784.2848325394864,10,Debit Card,Local Vendors,Suburban
451,282,Hotel Stay,907.626179548083,18,Debit Card,Fuel Station,Suburban
452,339,Ride Sharing,530.6994740573039,11,UPI,Online Marketplace,Rural
453,266,Groceries,746.3164242243921,2,UPI,Supermarket,Urban
454,150,Hotel Stay,660.36236954414,18,Cash,Local Vendors,Rural
455,391,Public Transport,1636.6942976597466,1,Cash,Retail Store,Urban
456,253,Groceries,443.1812199660598,22,Debit Card,Local Vendors,Suburban
457,53,Dining,1566.1314156453648,2,Credit Card,Online Marketplace,Rural
458,465,Online Shopping,1364.611282921689,26,Credit Card,Local Vendors,Rural
459,374,Flights,1670.6647509471645,29,Cash,Local Vendors,Rural
460,114,Hotel Stay,1332.7114173534633,16,UPI,Fuel Station,Rural
461,456,Fuel,1145.2678721482591,22,UPI,Local Vendors,Urban
462,461,Ride Sharing,532.8831280203867,8,UPI,Online Marketplace,Rural
463,430,Online Shopping,248.44832232252264,14,Net Banking,Fuel Station,Urban
464,95,Public Transport,246.82171698051837,27,Net Banking,Fuel Station,Rural
465,124,Fuel,1915.884834250642,8,Debit Card,Supermarket,Suburban
466,453,Public Transport,371.00061198314535,29,Credit Card,Luxury Goods,Urban
467,61,Flights,150.36463297404603,16,Cash,Fuel Station,Rural
468,438,Ride Sharing,1842.847529951397,5,Credit Card,Retail Store,Rural
469,143,Public Transport,1799.6314035632909,19,UPI,Supermarket,Suburban
470,34,Fuel,1510.511741029126,25,Credit Card,Fuel Station,Suburban
471,376,Ride Sharing,621.818343976267,28,Credit Card,Supermarket,Suburban
472,263,Electricity,1974.9525348397349,7,Credit Card,Online Marketplace,Urban
473,256,Dining,1457.9841385563893,9,Debit Card,Fuel Station,Suburban
474,265,Fuel,1389.5563242652706,5,Credit Card,Fuel Station,Suburban
475,4,Ride Sharing,1059.1838080508428,24,Credit Card,Retail Store,Urban
476,255,Flights,848.5487210020797,20,Debit Card,Local Vendors,Suburban
477,348,Electricity,1731.5804902682337,20,Debit Card,Supermarket,Suburban
478,438,Flights,294.1151569278504,17,Net Banking,Online Marketplace,Urban
479,225,Flights,278.75120171499714,6,Credit Card,Local Vendors,Suburban
480,361,Ride Sharing,1754.3231087210918,8,Cash,Retail Store,Suburban
481,354,Hotel Stay,1269.457711453261,25,Net Banking,Luxury Goods,Suburban
482,245,Online Shopping,1286.516287959439,1,Net Banking,Fuel Station,Rural
483,104,Ride Sharing,662.9290317193688,26,Net Banking,Luxury Goods,Rural
484,154,Public Transport,831.2864740445107,24,Net Banking,Online Marketplace,Urban
485,190,Flights,1798.3366681025518,2,Credit Card,Local Vendors,Suburban
486,69,Public Transport,1226.4780645312408,2,Cash,Luxury Goods,Suburban
487,259,Dining,272.61176792830327,8,Debit Card,Supermarket,Urban
488,106,Flights,811.350664821935,14,UPI,Luxury Goods,Suburban
489,91,Groceries,184.87154163899547,24,Debit Card,Online Marketplace,Suburban
490,284,Ride Sharing,1361.3021432078408,19,Cash,Online Marketplace,Rural
491,201,Hotel Stay,854.5198780144401,6,Debit Card,Local Vendors,Urban
492,446,Groceries,1094.875454918577,7,Cash,Online Marketplace,Suburban
493,41,Online Shopping,869.9132389806389,14,UPI,Local Vendors,Rural
494,152,Dining,811.4484054693979,20,Debit Card,Retail Store,Urban
495,253,Online Shopping,394.54916917523497,24,Net Banking,Fuel Station,Suburban
496,216,Ride Sharing,1993.188359718813,22,Debit Card,Local Vendors,Urban
497,336,Groceries,1859.7793749948537,6,Cash,Online Marketplace,Rural
498,32,Dining,791.3741850930505,27,Credit Card,Luxury Goods,Urban
499,40,Online Shopping,1377.7916897752766,19,UPI,Supermarket,Rural
500,419,Hotel Stay,1982.5957560669538,8,Debit Card,Retail Store,Rural
501,333,Groceries,578.0506215917959,17,Net Banking,Online Marketplace,Urban
502,220,Online Shopping,1276.9499913446773,9,Cash,Luxury Goods,Urban
503,121,Dining,1714.9082104944173,18,Credit Card,Luxury Goods,Urban
504,199,Online Shopping,267.1886317100848,22,Cash,Online Marketplace,Rural
505,63,Public Transport,465.88210665930694,16,Debit Card,Retail Store,Suburban
506,204,Online Shopping,428.40116537227203,16,Debit Card,Online Marketplace,Urban
507,455,Fuel,1995.8122775210031,5,UPI,Online Marketplace,Suburban
508,452,Public Transport,1456.8521020955857,11,Cash,Online Marketplace,Suburban
509,239,Online Shopping,763.6449249147317,17,Debit Card,Fuel Station,Rural
510,71,Public Transport,442.35198786640376,14,Credit Card,Online Marketplace,Urban
511,475,Dining,1478.1296911894892,22,Debit Card,Local Vendors,Rural
512,363,Hotel Stay,1145.1719706566448,29,Credit Card,Fuel Station,Suburban
513,355,Public Transport,864.9102863825408,28,UPI,Supermarket,Suburban
514,459,Dining,1265.1341576253744,19,Cash,Fuel Station,Rural
515,244,Electricity,1667.598566455276,23,UPI,Retail Store,Suburban
516,484,Ride Sharing,1395.7651646043946,28,Net Banking,Luxury Goods,Rural
517,241,Ride Sharing,1313.6077890701772,18,Net Banking,Luxury Goods,Urban
518,323,Dining,576.8213640288693,12,UPI,Fuel Station,Suburban
519,22,Public Transport,418.96955452345844,19,Cash,Local Vendors,Urban
520,189,Flights,1211.274784184408,14,Cash,Supermarket,Urban
521,361,Fuel,671.5538856434675,20,Net Banking,Luxury Goods,Suburban
522,21,Fuel,1342.6977126603415,2,UPI,Supermarket,Rural
523,57,Flights,1584.12081142424,14,Cash,Online Marketplace,Suburban
524,439,Ride Sharing,12.478925331846138,23,Net Banking,Fuel Station,Suburban
525,29,Fuel,766.9905485438159,21,Debit Card,Local Vendors,Rural
526,237,Electricity,805.8219568818575,16,Net Banking,Local Vendors,Suburban
527,319,Public Transport,507.50621194210254,5,Credit Card,Fuel Station,Rural
528,87,Electricity,135.79077924728094,21,UPI,Supermarket,Urban
529,379,Electricity,1879.509324910119,20,Credit Card,Luxury Goods,Rural
530,290,Fuel,836.3963768035156,9,Net Banking,Fuel Station,Urban
531,500,Electricity,1949.3746595834734,21,Credit Card,Supermarket,Rural
532,161,Fuel,165.42808881446538,22,Net Banking,Fuel Station,Rural
533,24,Electricity,71.4176010749525,4,UPI,Luxury Goods,Suburban
534,383,Hotel Stay,484.6568972645749,2,Cash,Retail Store,Rural
535,2,Ride Sharing,953.3778872193133,10,Cash,Luxury Goods,Rural
536,452,Hotel Stay,435.45141962797516,14,Net Banking,Luxury Goods,Rural
537,284,Dining,1368.732364227531,12,Cash,Retail Store,Rural
538,418,Electricity,1272.8806912475281,2,UPI,Supermarket,Suburban
539,411,Hotel Stay,439.22313315649683,8,Debit Card,Supermarket,Rural
540,477,Public Transport,749.5221385412756,15,UPI,Fuel Station,Rural
541,468,Groceries,1408.3943360486028,6,Debit Card,Local Vendors,Rural
542,183,Electricity,337.46696786483164,29,Credit Card,Retail Store,Suburban
543,292,Public Transport,342.2029521920742,3,Credit Card,Retail Store,Suburban
544,500,Flights,149.7291747326694,5,Debit Card,Retail Store,Urban
545,141,Ride Sharing,1918.8383787590972,29,UPI,Online Marketplace,Rural
546,401,Groceries,233.96386763710024,1,Debit Card,Local Vendors,Urban
547,334,Electricity,689.3797743231858,1,Cash,Luxury Goods,Urban
548,401,Fuel,1041.2572539451203,12,Cash,Local Vendors,Urban
549,217,Hotel Stay,1362.3772919771857,7,UPI,Retail Store,Urban
550,482,Dining,217.0461864942593,2,Debit Card,Retail Store,Rural
551,415,Ride Sharing,1215.224824968881,15,Credit Card,Retail Store,Rural
552,114,Hotel Stay,1641.3352643022179,26,Debit Card,Online Marketplace,Suburban
553,342,Hotel Stay,1082.2348746032603,15,Net Banking,Fuel Station,Urban
554,433,Hotel Stay,974.1748741688527,15,Credit Card,Luxury Goods,Suburban
555,184,Dining,1733.5204444344947,19,Net Banking,Luxury Goods,Rural
556,83,Groceries,564.5764905196284,13,Debit Card,Fuel Station,Suburban
557,59,Fuel,267.4667127460089,22,Net Banking,Local Vendors,Urban
558,399,Electricity,518.1488854212963,16,Cash,Online Marketplace,Rural
559,439,Online Shopping,1449.6665966958933,5,UPI,Supermarket,Urban
560,162,Dining,140.64185000785156,5,Cash,Local Vendors,Suburban
561,462,Flights,1346.0557890949383,17,Net Banking,Fuel Station,Urban
562,475,Flights,1678.6479160825254,18,Net Banking,Online Marketplace,Rural
563,132,Fuel,1548.4679264727029,19,UPI,Luxury Goods,Urban
564,36,Online Shopping,352.6388942388506,7,Net Banking,Retail Store,Urban
565,123,Online Shopping,1113.9145220147961,19,UPI,Retail Store,Urban
566,384,Hotel Stay,321.72941853911254,15,Net Banking,Fuel Station,Rural
567,102,Public Transport,681.6183570538475,5,Credit Card,Fuel Station,Rural
568,338,Groceries,949.3556893518236,18,Debit Card,Luxury Goods,Rural
569,57,Public Transport,550.0236027840702,13,Net Banking,Online Marketplace,Rural
570,230,Electricity,714.0429119574035,5,Net Banking,Luxury Goods,Rural
571,72,Hotel Stay,1942.0933865674601,10,Cash,Online Marketplace,Suburban
572,36,Hotel Stay,1004.3680945229768,27,Debit Card,Local Vendors,Rural
573,180,Public Transport,1362.8828828572468,17,Net Banking,Retail Store,Rural
574,52,Online Shopping,1914.3994175474847,7,Net Banking,Supermarket,Suburban
575,121,Dining,770.2703669351921,2,Cash,Online Marketplace,Suburban
576,53,Electricity,754.2719113564463,19,Debit Card,Supermarket,Suburban
577,244,Online Shopping,92.97248807994431,19,UPI,Fuel Station,Urban
578,96,Public Transport,1591.4564720968017,22,Debit Card,Local Vendors,Rural
579,287,Fuel,1033.4828500734043,20,Credit Card,Online Marketplace,Urban
580,397,Electricity,779.6863501416643,13,Credit Card,Retail Store,Urban
581,58,Online Shopping,1317.5894110590825,4,Debit Card,Supermarket,Rural
582,472,Electricity,99.19730213425323,15,Credit Card,Local Vendors,Suburban
583,285,Flights,414.9548032301261,28,Credit Card,Fuel Station,Urban
584,159,Dining,252.89119114826022,18,UPI,Retail Store,Urban
585,364,Dining,1080.4812787719713,24,Credit Card,Luxury Goods,Rural
586,357,Hotel Stay,1732.4007484040155,15,Debit Card,Local Vendors,Rural
587,181,Fuel,712.823103642406,13,Credit Card,Luxury Goods,Urban
588,363,Public Transport,458.36720974998354,1,Debit Card,Supermarket,Suburban
589,318,Online Shopping,1546.849192212694,3,Cash,Local Vendors,Rural
590,490,Dining,486.02002901348646,25,Cash,Supermarket,Rural
591,494,Electricity,1493.3525439514588,18,UPI,Fuel Station,Urban
592,205,Public Transport,412.17497737538287,28,Debit Card,Local Vendors,Suburban
593,31,Electricity,1270.1334826638683,18,Credit Card,Fuel Station,Suburban
594,326,Online Shopping,326.12194243072423,21,Net Banking,Retail Store,Rural
595,114,Dining,1894.8820904187594,21,UPI,Retail Store,Rural
596,48,Electricity,233.9393979287581,14,Debit Card,Retail Store,Urban
597,403,Dining,652.2180298210467,25,Credit Card,Luxury Goods,Suburban
598,146,Ride Sharing,1894.4332091570125,12,Net Banking,Supermarket,Urban
599,305,Flights,565.0941067279539,26,UPI,Local Vendors,Urban
600,371,Fuel,333.24506646484843,16,Net Banking,Fuel Station,Rural
601,35,Public Transport,416.1501427582276,28,Cash,Local Vendors,Suburban
602,130,Hotel Stay,1426.075863263523,21,Cash,Online Marketplace,Rural
603,441,Online Shopping,1265.3121861080833,21,UPI,Fuel Station,Rural
604,449,Fuel,997.9252939017315,11,UPI,Fuel Station,Suburban
605,367,Online Shopping,1846.1740878998278,25,Debit Card,Local Vendors,Urban
606,382,Online Shopping,542.3191016154095,9,Debit Card,Luxury Goods,Urban
607,211,Dining,433.36707160077503,10,Credit Card,Online Marketplace,Urban
608,245,Hotel Stay,1848.0406170597762,24,UPI,Retail Store,Rural
609,321,Fuel,1101.970816105031,19,Cash,Local Vendors,Suburban
610,276,Groceries,1413.5620578939681,2,Credit Card,Local Vendors,Suburban
611,419,Flights,369.6420574608423,2,Debit Card,Retail Store,Suburban
612,297,Hotel Stay,889.1219175816427,29,Net Banking,Local Vendors,Urban
613,214,Hotel Stay,1166.551007125455,16,Cash,Luxury Goods,Suburban
614,328,Public Transport,169.60053558578142,5,Net Banking,Retail Store,Suburban
615,203,Groceries,1863.9457948422173,23,UPI,Retail Store,Urban
616,147,Dining,136.85812320207594,20,UPI,Retail Store,Rural
617,213,Hotel Stay,1490.501971770852,24,UPI,Supermarket,Rural
618,411,Public Transport,1872.5256112405878,21,Cash,Fuel Station,Suburban
619,207,Dining,443.0063127133402,9,UPI,Luxury Goods,Suburban
620,84,Public Transport,599.0940317616758,25,Debit Card,Online Marketplace,Urban
621,291,Ride Sharing,1959.1300325102045,4,Cash,Luxury Goods,Urban
622,249,Public Transport,641.9788614354942,21,Debit Card,Local Vendors,Rural
623,226,Groceries,1098.7558974327496,13,Debit Card,Local Vendors,Urban
624,454,Flights,157.6950824377961,2,Credit Card,Retail Store,Rural
625,247,Flights,574.554382942717,16,UPI,Online Marketplace,Rural
626,407,Public Transport,725.4031738240209,22,Credit Card,Retail Store,Suburban
627,352,Fuel,1621.9715644202174,21,UPI,Supermarket,Suburban
628,102,Electricity,40.13804512868239,11,Cash,Online Marketplace,Rural
629,97,Groceries,560.7241791123574,21,Cash,Online Marketplace,Suburban
630,186,Groceries,632.9160577391254,9,Debit Card,Online Marketplace,Rural
631,329,Hotel Stay,693.2955813108942,18,Cash,Fuel Station,Suburban
632,461,Groceries,1603.4830906456891,15,UPI,Luxury Goods,Rural
633,43,Fuel,905.0210155195106,11,Credit Card,Supermarket,Urban
634,40,Ride Sharing,1153.9140817214677,12,Debit Card,Luxury Goods,Rural
635,161,Online Shopping,10.83359077013603,12,Net Banking,Supermarket,Urban
636,186,Groceries,421.0660656312564,12,UPI,Online Marketplace,Suburban
637,270,Public Transport,1728.8657452675347,3,Credit Card,Fuel Station,Urban
638,97,Flights,1448.8087200947925,26,Credit Card,Local Vendors,Rural
639,76,Fuel,1288.7694880359768,23,UPI,Retail Store,Urban
640,58,Electricity,1195.676157362472,13,UPI,Retail Store,Rural
641,169,Electricity,1285.561333479124,16,Credit Card,Fuel Station,Suburban
642,358,Flights,1944.4357510538125,20,Debit Card,Local Vendors,Suburban
643,237,Ride Sharing,1352.8362370801308,15,Credit Card,Supermarket,Urban
644,248,Fuel,1319.0177613794906,14,Cash,Local Vendors,Urban
